0,0,Физическая культура,"Целью изучения дисциплины у бакалавров является овладение основными моторными навыками оздоровительной гимнастики, видов спорта, подвижных игр и прикладной физической подготовки с учётом принципов демократизации и гуманизации образования, всестороннего и гармоничного развития личности, в том числе оздоровительной направленности занятий физической культурой и спортом для психофизической подготовки и самоподготовки к будущей жизни и профессиональной деятельности.Задачи:- понимание места и роли практических умений и навыков в разных областях физической культуры и спорта, обеспечивающих сохранение и укрепление здоровья, физическое, психическое и социальное благополучие личности и общества через развитие и совершенствование психофизических способностей индивида, его физических качеств и свойств личности, самоопределение в физической культуре и спорте;- формирование мотивационно-ценностного отношения к физической культуре, установки на здоровый образ жизни, физическое воспитание, в том числе через совершенствование и самовоспитание привычки к регулярным занятиям физическими упражнениями и спортом;- овладение основными гимнастическими упражнениями; техникой, тактикой и правилами игровых видов спорта, подвижных игр; другими элементами прикладной физической подготовки- приобретение личного опыта повышения двигательных и функциональных возможностей;- обеспечение общей и профессионально-прикладной физической подготовленности к будущей профессии и быту;","научно-практические основы физической культуры и здорового образа жизни
влияние оздоровительных систем физического воспитания на укрепление здоровья, профилактику профессиональных заболеваний и вредных привычек
способы контроля и оценки физического развития и физической подготовленности
правила и способы планирования индивидуальных занятий различной целевой направленности.","выполнять индивидуально подобранные комплексы прикладной и адаптивной физической культуры, композиции ритмической и аэробной гимнастики, системы упражнений оздоровительной и атлетической гимнастикиприменять простейшие приемы самомассажа и релаксации
преодолевать искусственные и естественные препятствия с использованием разнообразных способов передвижения
осуществлять творческое сотрудничество в коллективных формах занятий физической культурой
организовать режим времени, приводящий к здоровому образу жизни
использовать творчески средства и методы физического воспитания для профессионально-личностного развития, физического самосовершенствования 
совершенствовать навыками физических упражнений, физической выносливости, подготовленности организма к серьезным физическим нагрузкам в экстремальных ситуациях
сочетать средства и методы укрепления индивидуального здоровья, физического самосовершенствования 
следовать ценностям физической культуры личности для успешной социально-культурной и профессиональной деятельности формирования здорового образа и стиля жизни.
 ","навыками физических упражнений, физической выносливости, подготовленности организма к серьезным физическим нагрузкам в экстремальных ситуациях
приемами защиты и самообороны, страховки и самостраховки
средствами и методами укрепления индивидуального здоровья, физического самосовершенствования
Ценностями физической культуры личности для успешной социально-культурной и профессиональной деятельности ","1	Легкая атлетика
1.1	Темы 1.  Обучение технике бега на короткие дистанции
1.2	Тема 2. Обучение технике прыжков в длину
2	Спортивные игры
2.1 	Тема 1. Обучение технике игры в настольный теннис	
2.2	Тема 2. Формирование умений и навыков игры в настольный теннис	
3	Гимнастика
3.1	Тема 1. Строевые упражнения	
3.2	Тема 2. Общеразвивающие упражнения	
4	Атлетическая гимнастика	
4.1	Тема 1.Знакомство с курсом «Атлетическая гимнастика» и видами упражнений	
4.2	Тема 2. Обучение технике выполнения упражнений гиревого спорта"
1,0,Современные технологии программирования,"Основная цель, которую необходимо достичь в результате обучения дисциплины –  научить создавать программные комплексы с использованием современных средств и технологий. В процессе изучения дисциплины рассматриваются следующие вопросы: объектно-ориентированный язык программирования С++ с применением современных фреймворков и библиотек; сходные черты современного C++ и других высокоуровневых языков программирования (C#, Java, Phyton и т.д.).Особое внимание уделяется организации самостоятельной работы студентов и ее методическому обеспечению.","о конструировании алгоритмов, методы  и технологию программирования, методы обработки и способы реализации основных структур данных. ","мыслить категориями объектов реального мира 
применять на практике принципы объектно-ориентированного программирования при разработке программного обеспечения, грамотно моделировать работу объектно-ориентированных программ с использованием языка uml   
тестировать объектно-ориентированное программное обеспечение.
применять полученные знания для разработки алгоритмов, реализации алгоритмов на языке программирования.","навыками разработки алгоритмов, программирования на языке высокого уровня, работы в различных средах программирования.
Навыками разработки алгоритмов,  программирования на языке высокого уровня, работы в различных средах программирования,","Основы объектно-ориентированного анализа
Основы объектно-ориентированного проектирования
ООП к созданию пользовательского интерфейса
Разработка компьютерной модели игры «Шахматы» на основе ООП методологии
Применение библиотеки STL.
Многопоточное программирование.
Сетевое программирование.
Знакомство с WinAPI и фреймворком MFC.
Программирование на языке C++ с использованием фреймворка Qt."
2,0,Психология ,"Цель: формирование у студентов готовности к самостоятельному использованию в профессиональной деятельности современных научных знаний о закономерностях функционирования психики и закономерностях межличностного и внутригруппового общения и взаимодействия.Задачи:овладение знаниями о закономерностях функционирования познавательных и эмоционально-волевых процессов, необходимыми для самопознания, саморегуляции поведения и организации профессиональной деятельности;формирование готовность к самостоятельному использованию полученных психологических знаний для самопознания, саморазвития, организации профессиональной деятельности, обеспечения психологического здоровья;освоение знаний в области социальной психологии, необходимых для понимания процессов восприятия, общения и взаимодействия людей, внутригрупповых процессов;формирование готовности к самостоятельному использованию социально-психологических знаний для успешной социальной адаптации, организации межличностных и деловых отношений и работы в трудовом коллективе;формирование навыков анализа научной и научно-практической литературы в области психологии, разработки и описания прикладного психологического исследования.","- закономерности обмена информацией в процессе общения,
- закономерности развития и функционирования познавательной сферы личности
- закономерности развития и функционирования малых групп,
- закономерности общения и взаимодействия людей в группах,
- закономерности формирования, функционирования и проявления личности,
- закономерности формирования, функционирования и проявления личности,
- закономерности развития и функционирования эмоционально-волевой и мотивационной сфер личности,
- способы и средства саморегуляции
","- использовать знания о вербальной и невербальной коммуникации,
- применять социально-психологические знания для организации и регуляции обмена информацией в процессе общения,
- использовать знания о познавательных процессах при работе с информацией,
- применять социально-психологические знания для организации и регуляции общения и взаимодействия в коллективе
- использовать знания о личностных особенностях для самосовершенствования и саморазвития,
- использовать знания о личностных особенностях для самосовершенствования и саморазвития,
- использовать знания о регулятивных процессах для саморегуляции, 
- осуществлять рефлексивную деятельность и делать выводы","- навыками восприятия и анализа информации, 
- эффективными способами общения,
- приемами активного слушания
- навыками сотрудничества,
- навыками командной работы.
- навыками рефлексии, самооценки и самоанализа; 
- эффективными способами саморегуляции,
- приемами самопознания, самооценивания, самоконтроля.","Психология – развивающаяся наука	
Психическая реальность и ее развитие
Познавательные и эмоционально-волевые процессы
Личность
Социальная психология общения
Социальная психология личности
Социальная психология групп	"
3,0,Анализ данных  ,"Цель дисциплины – формирование представления о типах задач, возникающих в области интеллектуального анализа данных (Data Mining), и методах их решения.Основные задачи дисциплины:обеспечение усвоения студентами основных понятий интеллектуального анализа данных;ознакомление с типами задач интеллектуального анализа данных;изучение методов их решения;развитие всех видов мышления в процессе творческого исследования и реализации методов интеллектуального анализа данных;обучение самостоятельному поиску знаний и использованию справочной и научной литературы, а также электронных источников информации.
","подходы к хранению, представлению и обработке информации в современных информационных системах
возможности анализа информации на основе методов ИАД, основные понятия, задачи, стадии и методы ИАД, построение и использование моделей для анализа данных, применения подходов ИАД в современных областях экономики, науки и образования",выполнять комплексный анализ информации с целью принятия решений на основе использования современных методов и систем для ИАД(интеллектуальный анализ данных).,"методами ИАД с целью поддержки принятия решений в современных областях экономики, науки и образования.","Понятие Data Mining
Деревья принятия решений, классификация	
Кластеризация	"
4,0,Базы данных,"Дисциплина «Базы данных» позволяет освоить обучающимся теоретические знания и сформировать у них практические навыки в применении баз данных для создания, обработки и хранения больших объемов информации при решении различных прикладных задач. Целью данной дисциплины является введение в проблематику, связанную с изучением технологий разработки приложений баз данных, методов разработки алгоритмов и методов реализации СУБД.Задачи дисциплины:–	создание у обучающихся упорядоченной системы знаний по проектированию баз данных, управлению и администрированию базами данных, основам структурированного языка запросов SQL, о методах сжатия больших информационных массивов, о реальных возможностях СУБД; –	ознакомление обучающихся с практикой создания информационной модели данных для конкретной предметной области и применения СУБД для создания приложений баз данных.","об основных классах средств быстрой разработки информационных систем и баз данных базовые понятия организации данных.
Основы языка sql, получить навыки разработки программ управления базами данных, методы проектирования бд на основе процесса нормализации и диаграмм «сущность – связь».
базовые понятия организации данных, основы проектирования и нормализации, базовые алгоритмы, основные тенденции в субд.","построить информационную модель для конкретной задачи реализовывать основные операции с данными – выборка, вставка, удаление, обновление.
реализовывать основные операции с данными – выборка, вставка, удаление, обновление.
Работать с дополнительными источниками информации для самостоятельной работы, обосновывать принимаемые решения, опираясь на теоретические знания.","навыками работы с современными субд  навыками кодирования и реализации программ для субд,  навыками разработки приложений баз данных,  навыками разработки модели данных ","Введение в теорию баз данных	
Системы управления базами данных. (СУБД)	
Реляционная модель баз данных.
Язык баз данных SQL
Перспективы развития СУБД"
5,0,Разработка интернет-приложений,"Целью преподавания дисциплины является освоение студентами разработки интернет-приложений, сервисов и корпоративных ресурсов.Задачи курса:изучение программных средств для разработки интернет-приложений;знакомство с процессом создания web-страниц, сайтов и порталов;изучение процесса проектирования и реализации внешней и внутренней частей интернет-приложений;ознакомление с процессом размещения и сопровождения ресурсов в сети Интернет.","о способах развёртывания web-серверов.
процесс разработки web-ресурсов, виды субд для web-разработки.
основные источники справочных материалов по курсу.","выбирать и устанавливать программное обеспечение для web-ресурсов  проектировать и реализовывать ит-сервисы предприятия в сети интернет, использовать субд, основанные на sql.
Находить нужную информацию для самостоятельной работы по курсу.","навыками работы в редакторах html, css, php, js, приёмами организации базы данных для интернет-приложений. ","Проектирование, макетирование, дизайн, вёрстка.
Разработка серверной части на PHP
Разработка клиентской части на JavaScript"
6,0,Программирование,"Цель дисциплины: изучение методов программирования для овладения знаниями в области технологии программирования; подготовка к осознанному использованию как языков программирования, так и методов программирования.Особое внимание уделяется организации самостоятельной работы студентов и ее методическому обеспечению.Основные задачи курса программирования на основе структурного и объектно-ориентированного подхода:знакомство с методами структурного и объектно-ориентированного программирования как наиболее распространенными и эффективными методами разработки программных продуктов;обучение разработке алгоритмов на основе структурного и объектно-ориентированного подхода;закрепление навыков алгоритмизации и программирования; знакомство с основными структурами данных и типовыми методами обработки этих структур;","о конструировании алгоритмов, методы  и технологию программирования, абстракции основных структур данных (списки, множества и т.п.) и методы их обработки и способах реализации, основные понятия и концепции объектно-ориентированной парадигмы
методы обработки и способы реализации основных структур данных. 
Методы и технологии программирования.","применять полученные знания для разработки алгоритмов, реализации алгоритмов на языке программирования, применять инструментальные средства и технологии программирования, работать в среде программирования (составление, отладка и тестирование программ разработка и использование интерфейсных объектов).
разрабатывать  алгоритмы, реализовывать методы обработки данных
Реализовывать алгоритмы на языке программирования высокого уровня, реализовывать методы обработки данных, работать в средах программирования ","навыками работы в различных средах программирования.
Навыками разработки алгоритмов. ","Блок-схема алгоритма.
Введение в язык программирования СИ	
Архитектура Фон-Неймана. Оптимизация подсистемы памяти. Кэш-память	
Язык программирования СИ
Классификация ВС - М. Флинна"
7,0,ИТ-инфраструктура предприятия,"Целью преподавания дисциплины является получение студентами теоретических знаний в области развития и управления ИТ-инфраструктурой предприятия, а также практических навыков, позволяющих  определять и минимизировать затраты на ИТ.Задачами изучения дисциплины являются: Познакомить студентов с архитектурой информационных систем, понятием ИТ-инфраструктуры предприятия. Рассмотреть концепции управления ИТ-инфраструктурой предприятия: ITIL, COBIT.Рассмотреть системы управления ИТ-инфраструктурой предприятия: MOF, ITSM.Дать представление о вопросе построения оптимальных ИТ-инфраструктур предприятия на основе бизнес-стратегий.","основные стандарты в области применения информационных технологий методы организации технического обслуживания и эксплуатации информационных систем
рекомендации международных стандартов по управлению ит-услугами основные факторы, определяющие надежность и эффективность функционирования информационных систем методы и системы управления ит-инфраструктурой предприятия.
компоненты архитектуры информационных технологий структуру, состав, задачи и значение ит-инфраструктуры предприятия классификацию и характеристики аппаратных и программных средств основные процессы ит-инфраструктуры методологии построения и управления ит-инфраструктурой предприятия","оптимизировать ит-процесссы определять ресурсы, необходимые для обеспечения надежности функционирования     информационных систем
анализировать показатели эффективности информационных систем организовывать работы по обеспечению качественного обслуживания и эксплуатации информационных систем.
Выполнять формализацию требований к разрабатываемой ит-инфраструктуре предприятия обосновывать выбор технических и программных средств ит-инфраструктуры предприятия","навыками выполнения работ по анализу и оценке процессов управления ит предприятия  навыками обоснования ценности для бизнеса работ по улучшению процессов управления ит навыками разработки системы метрик для оценки процессов управления ит, связанной с метриками предприятия или организации.  навыками установления соответствия целей и задач ит-организации бизнес-целям и стратегии предприятия или компании навыками консультирования в области организации управления ит ","Архитектура информационных технологий. Понятие  ИТ -инфраструктуры предприятия.
Информационные технологии и архитектура предприятия. Процесс разра-ботки  архитектуры предприятия.
Концепции управления ИТ-инфраструктурой предприятия: ITIL, СOBIT. Основы процессного управления ИТ.
Системы управления ИТ-инфраструктурой предприятия: MOF (Maйкрософт), ITSM (HP).
Построение оптимальной ИТ -инфраструктуры предприятия на основе бизнес-стратегии предприятия.
Организация технического обслуживания и эксплуатации информационных систем."
8,0,Прикладная физическая культура,"Целью изучения дисциплины у бакалавров является овладение основными моторными навыками оздоровительной гимнастики, видов спорта, подвижных игр и прикладной физической подготовки с учётом принципов демократизации и гуманизации образования, всестороннего и гармоничного развития личности, в том числе оздоровительной направленности занятий физической культурой и спортом для психофизической подготовки и самоподготовки к будущей жизни и профессиональной деятельности.Задачи:- понимание места и роли практических умений и навыков в разных областях физической культуры и спорта, обеспечивающих сохранение и укрепление здоровья, физическое, психическое и социальное благополучие личности и общества через развитие и совершенствование психофизических способностей индивида, его физических качеств и свойств личности, самоопределение в физической культуре и спорте;- формирование мотивационно-ценностного отношения к физической культуре, установки на здоровый образ жизни, физическое воспитание, в том числе через совершенствование и самовоспитание привычки к регулярным занятиям физическими упражнениями и спортом;- овладение основными гимнастическими упражнениями; техникой, тактикой и правилами игровых видов спорта, подвижных игр; другими элементами прикладной физической подготовки- приобретение личного опыта повышения двигательных и функциональных возможностей;- обеспечение общей и профессионально-прикладной физической подготовленности к будущей профессии и быту;","научно-практические основы физической культуры и здорового образа жизни
влияние оздоровительных систем физического воспитания на укрепление здоровья, профилактику профессиональных заболеваний и вредных привычек
способы контроля и оценки физического развития и физической подготовленности
Правила и способы планирования индивидуальных занятий различной целевой направленности.","выполнять индивидуально подобранные комплексы прикладной и адаптивной физической культуры, композиции ритмической и аэробной гимнастики, системы упражнений оздоровительной и атлетической гимнастики
применять простейшие приемы самомассажа и релаксации
преодолевать искусственные и естественные препятствия с использованием разнообразных способов передвижения
осуществлять творческое сотрудничество в коллективных формах занятий физической культурой
организовать режим времени, приводящий к здоровому образу жизни
использовать творчески средства и методы физического воспитания для профессионально-личностного развития, физического самосовершенствования 
совершенствовать навыками физических упражнений, физической выносливости, подготовленности организма к серьезным физическим нагрузкам в экстремальных ситуациях
сочетать средства и методы укрепления индивидуального здоровья, физического самосовершенствования 
Следовать ценностям физической культуры личности для успешной социально-культурной и профессиональной деятельности формирования здорового образа и стиля жизни.
 ","навыками физических упражнений, физической выносливости, подготовленности организма к серьезным физическим нагрузкам в экстремальных ситуациях
приемами защиты и самообороны, страховки и самостраховки
средствами и методами укрепления индивидуального здоровья, физического самосовершенствования
Ценностями физической культуры личности для успешной социально-культурной и профессиональной деятельности ","1.1	Легкая атлетика
1.2	Спортивные игры	
1.3 	Гимнастика
1.4	Ритмическая гимнастика"
9,0,Создание бизнес-приложений в системе 1С-Предприятие,"Целью  дисциплины  «Создание бизнес-приложений в системе 1С-предприятие»  является ознакомление  студентов  с  основными  понятиями,  методами  построения, способами использования, инструментами  разработки прикладных решений для автоматизации хозяйственной деятельности предприятий. 	Задачи дисциплины:научить основам проектной деятельности;научить  студентов  анализировать  основные  подходы  к  проектированию  и реализации прикладных решений в среде 1С;научить  студентов  разрабатывать  прикладные  решения  в  предметно-ориентированной среде 1С на основе технического задания","технологию программирования в системе 1с-предприятие.
Основные методы тестирования компонентов написанных в системе 1с-предприятие основные параметры, требующиеся для работы системы 1с-предприятия.","создавать программные продукты в системе 1с-предприятие 
Проводить тестирование компонентов для системы 1с-предприятие инсталлировать систему 1с-предприятие",навыками программирования в системе 1с-предприятие.  навыками установки и настройки системы 1с-предприятие ,"Предметно-ориентированная 
среда 1С. Создание информационной базы
Объект конфигурации «Справочники»	
Объект конфигурации «Документы»
Объект конфигурации «Регистры»
Объект конфигурации «Отчеты»	
Оптимизация проведения документов 
План видов характеристик
Подсистемы бухгалтерского учета, расчетов и планирования	
Организация поиска в базе данных
Рабочий стол и настройка командного интерфейса. Обмен	"
10,0,Основы управления ИТ-проектами,"Цель изучения дисциплины «Основы управления ИТ-проектами» – дать слушателям знания о состоянии, использовании и тенденциях развития управления проектами в сфере информационных технологий.Программа предусматривает комплексный подход к изучению управления ИТ-проектами, включая исторические аспекты проектной деятельности, классификацию проектов, жизненный цикл проекта, субъекты, инструменты и стандарты управления проектами, процессы и функциональные области управления проектами, а также классификацию и особенности ИТ-проектов. Также в рамках дисциплины изучаются особенности управления проектами разработки и развития программных систем.Задачами изучения дисциплины «Основы управления ИТ-проектами» являются приобретение обучаемыми знаний, умений и практических навыков в области, определяемой целями дисциплины, в том числе:изучение основ управления проектами;изучение особенностей управления ИТ-проектами;получение навыков управления проектами на учебном примере.",подходы к реализации системы управления ИТ-проектами ,"применять основные программные продукты, специализированные на управлении проектами формулировать концепцию, цели и задачи проекта 
разрабатывать основные документы в соответствии со стандартами управления ит-проектами 
оценивать конечный результат 
использовать доступные информационные ресурсы для решения практических задач 
готовить презентации, научно-технические отчеты по результатам выполнения проектов
Оформлять результаты исследований в виде статей и докладов "," навыками формирования требований к организации ит-проекта 
 навыками подготовки базовых документов управления ит-проектом 
 методами и инструментами управления проектами навыками управления качеством и рисками ит-проекта 
 знать основы управления проектами и программной инженерии 
 основные международные и национальные стандарты управления проектами 
 классификацию и особенности ит-проектов 
 фазы жизненного цикла, основные и вспомогательные процессы управления проектами и программной инженерии  подходы к реализации системы управления ит-проектами ","1	Основы управления проектами	
2	ИТ-проекты и программная инженерия
3	Методология внедрения информационных систем	
4	Командная работа и роли в ИТ-проектах	
5	Проекты внедрения бизнес-приложений для корпоративного управления	
6	Теория и практика реализации проектных решений.	
7	Качество и риски ИТ-проекта. Мировая и отечественная практика	
8	Практика  реализации ИТ-проектов и развитие методов управления ИТ-проектами	"
11,0,Безопасность жизнедеятельности,"Целью изучения дисциплины является формирование у студентов знаний, умений и навыков, по обеспечению безопасности в повседневной жизни, в чрезвычайных и угрожающих ситуациях; на воспитание сознательного и ответственного отношения к вопросам личной безопасности и безопасности окружающих; на получение студентами основополагающих знаний и умений, которые позволят им не только распознавать и оценивать опасные ситуации, факторы риска среды обитания, определять способы защиты от них, а также ликвидировать негативные последствия и оказывать само- и взаимопомощь в случае проявления опасностей.Задачи:1. Ознакомиться с необходимыми индивидуальными мерами безопасности в повседневной жизни и трудовой деятельности, в опасных и чрезвычайных ситуациях природного, социального и техногенного характера;2. Сформировать культуру профессиональной безопасности, а также способность для идентификации опасностей и оценки риска в сфере своей профессиональной деятельности;3. Сформировать и развить навыки оценки обстановки и принятия целесообразных решений;4. Освоить правила и навыки защиты, позволяющие минимизировать возможный ущерб личности, обществу и окружающей среде в опасных и чрезвычайных ситуациях;5. Приобрести умения и навыки оказания первой помощи пострадавшим от возможных последствий аварий, катастроф, стихийных бедствий.","рациональные условия жизнедеятельности
теоретические основы безопасности жизнедеятельности в системе «человек - среда обитания» 
идентификацию и анатомо-физиологические последствия воздействия на человека травмирующих, вредных и поражающих факторов 
средства и методы повышения безопасности социальной среды
методы прогнозирования чрезвычайных ситуаций роль психологического состояния человека в проблеме безопасности
принципы оказания первой медицинской помощи","разрабатывать мероприятия по повышению безопасности трудовой и производственной (социально-экономической) деятельности
эффективно применять средства защиты от негативных воздействий 
разрабатывать алгоритмы действий в чрезвычайных ситуациях природного, социального, техногенного и медико-биологического характера.
Разрабатывать мероприятия по повышению безопасности трудовой и производственной (социально-экономической) деятельности
эффективно применять средства защиты от негативных воздействий 
Разрабатывать алгоритмы действий в чрезвычайных ситуациях природного, социального, техногенного и медико-биологического характера.
 ","законодательными и правовыми актами в области безопасности жизнедеятельности
средствами и методами укрепления индивидуального здоровья, физического самосовершенствования для успешной социально-культурной и профессиональной деятельности.устный опрос и/или тест и/или доклад (по выбору обучающихся, либо преподавателя)  
приемами первой медицинской помощи
основными методами защиты производственного персонала и населения от возможных последствий аварий, катастроф, стихийных бедствий.
законодательными и правовыми актами в области безопасности жизнедеятельности 
Средствами и методами укрепления индивидуального здоровья, физического самосовершенствования для успешной социально-культурной и профессиональной деятельности.

","1	Теоретические основы безопасности жизнедеятельности 	
2	Причины возникновения чрезвычайных ситуаций и действия населения при них	
3	Безопасные условия труда на производстве	
4	Первая помощь при несчастных случаях и помощь пострадавшим в условиях ЧС"
12,0,Физика,"Цель дисциплины состоит в формировании у студентов математических специальностей естественнонаучного мировоззрения.Основные задачи дисциплины:Изучение студентами основных понятий и законов физики.Знакомство с основными методами исследования, используемыми в физике.","основные законы динамики и статики
момент инерции, теорема Штейнера, кинетическая энергия вращения, уравнение динамики вращательного движения твердого тела.
статистический и термодинамический методы, опытные законы идеального газа
закон Кулона, теорема Остроградского - Гаусса, электрические цепи постоянного и переменного тока; сферическая поверхность, геометрическая оптика, интерференция света, дифракция света, поляризация и дисперсия света, лазеры, распространение света в оптоволокне","решать задачи по кинематике поступательного и вращательного движения.
правильно соотносить содержание конкретных задач с общими законами физических моделей,
эффективно применять общие законы для решения конкретных задач в области физики и на междисциплинарных границах физики с другими областями знаний в частности с компьютерной техникой
строить математические модели простейших физических явлений и использовать для изучения этих моделей доступный ему математический аппарат, включая методы вычислительной математики.
Вычислять импульс, энергию, момент импульса
вычислять давление жидкости, применять уравнение неразрывности, уравнение Бернулли и следствия из него; вычислять удельный оббьем и применять закон Бойля — Мариотта
рассчитывать фокусное расстояние, характеристики линз; вычислять характеристики электрического тока, индукции, магнитного поля.","","1	Механика (кинематика, динамика, статика)
2	Термодинамика	
3	Теория колебаний и волн
4	Электричество
5     Оптика"
13,0,Гибкое управление проектами,"Целью преподавания дисциплины является формирование у бакалавра комплекса знаний, умений, навыков и профессионально важных качеств, необходимых для эффективной организации системной работы в проектной команде, навыка поиска и анализа бизнес-идей в сфере информационных технологий.Задачами изучения дисциплины являются:Изучение технологий и инструментов анализа проблемы и разработки проектного решения.Изучение технологий и инструментов контроля задач в команде.Освоение техники внутрикомандной коммуникации в рамках гибкой технологии управления.Практическое закрепление навыков на основе учебного проекта. ","– основные причины неэффективной работы людей в команде.
– экономические последствия неэффективной работы бизнес-команды и существующие в экономике РФ предпосылки для развития технологий управления проектными командами.","– собирать команду для реализации проекта и формировать регламент работы;
– грамотно формулировать и декомпозировать задачи в рамках проекта;
– анализировать выполненные задачи и изменять формат работы команды;
– анализировать экономические положение предприятия;
– формулировать ожидаемый эффект от реализации проекта.
– анализировать бизнес-модель предприятия либо конкретного проекта/услуги;
– выявлять проблемы бизнес-модели и формулировать пути развития;
– формировать концепцию проекта.","– технологией управления проектом на основе итераций;
– технологией внутрикомандных коммуникаций;
– технологией управления задачами проекта на основе Agile-доски Trello;
– технологией проведения встреч команды с использованием единого электронного документа.
– технологией быстрого анализа основных бизнес-процессов Lean Canvas.
– технологией быстрого анализа основных бизнес-процессов Lean Canvas;
– технологией генерации решений на основе интеллектуальных карт.","Анализ проблемы и разработка концепции проекта.	
Организация работы проектной команды"
14,0,Интернет-технологии,"Целью преподавания дисциплины является освоение студентами современных интернет-технологий, используемых при разработке web-ресурсов и сервисов.Задачи курса:изучение программных средств для разработки web-ресурсов;знакомство с процессом создания web-страниц, сайтов и порталов;изучение процесса проектирования и реализации внешней и внутренней частей web-ресурсов;знакомство с библиотеками и фреймворками, являющимися, де-факто, стандартном разработки web-ресурсов;ознакомление с процессом размещения и сопровождения ресурсов в сети Интернет.","о способах развёртывания web-серверов.
процесс разработки web-ресурсов, виды субд для web-разработки.
Основные источники справочных материалов по курсу.
 ","выбирать и устанавливать программное обеспечение для web-ресурсов  проектировать и реализовывать ит-сервисы предприятия в сети интернет, использовать субд, основанные на sql.
Находить нужную информацию для самостоятельной работы по курсу.
 ","навыками работы в редакторах html, css, php, js, приёмами организации базы данных для интернет-приложений. ","Проектирование, макетирование, дизайн, вёрстка.
Разработка серверной части на PHP.
Разработка клиентской части на JavaScript.
Фреймворки, библиотеки	"
